set in_a_risk := 100 400 740;

:     profit  abs(risk[s])    :=
44    12966.7   1104.44
45    14905.7    834.482
46    13896.6    174.579
47    13208.3    862.896
48    11899.7   2171.51
49    14814.3    743.11
50    15717.3   1646.16
51    13466.3    604.883
52    14379.2    308.038
53    12595.8   1475.4
54    12185     1886.21
55    14697.6    626.461
56    13953.4    117.786
57    14888.6    817.457
58    14439.5    368.284
59    13283.6    787.559
60    12302     1769.21
61    13587.6    483.598
62    14937.4    866.232
63    13826.7    244.501
64    15040.2    969.008
65    13726.3    344.843
66    15322.6   1251.4
67    13729.9    341.28
68    14571.6    500.441
69    13364.4    706.81
70    14009.5     61.663
71    12802.1   1269.06
72    13825.8    245.367
73    15566.7   1495.51
74    14572      500.835
75    12906.1   1165.11
76    13955.7    115.493
77    13860.5    210.673
78    14983.7    912.522
79    14325.5    254.337
80    14575.7    504.551
81    13815.7    255.439
82    12574.2   1496.97
83    13403.8    667.335
84    14401.6    330.412
85    14363.5    292.326
86    13434.2    637.021
87    14253.8    182.592
88    13830.9    240.298
89    12615.1   1456.12
90    14332.5    261.346
91    13484.6    586.526
92    14023.8     47.4129
93    15135.1   1063.96
94    15460.8   1389.59
95    14137.7     66.551
96    15014.4    943.265
97    15048.2    977.02
98    13189.2    882.019
99    14854.1    782.895
100   14510.1    438.91
;

